Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.GrossPotential,Statistics.Performances
14,6/14/2015,6,2015,The Audience,Schoenfeld,Play,7577,101,1171220,,7
14,6/14/2015,6,2015,The Book Of Mormon,Eugene O'Neill,Musical,8748,103,1494196,,8
14,6/14/2015,6,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,8015,98,885114,,8
14,6/14/2015,6,2015,The King And I 2015,Vivian Beaumont,Musical,8115,97,1109198,,8
14,6/14/2015,6,2015,The Lion King,Minskoff,Musical,13500,99,2102748,,8
14,6/14/2015,6,2015,The Phantom Of The Opera,Majestic,Musical,11657,91,980877,,8
14,6/14/2015,6,2015,The Visit 2015,Lyceum,Musical,4613,64,274465,,8
14,6/14/2015,6,2015,Wicked,Gershwin,Musical,15332,100,1954144,,8
14,6/14/2015,6,2015,Wolf Hall Parts One & Two,Winter Garden,Play,5978,54,581972,,8
21,6/21/2015,6,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6465,89,587784,,8
21,6/21/2015,6,2015,Aladdin,New Amsterdam,Musical,13792,100,1625997,,8
21,6/21/2015,6,2015,An Act Of God,Studio 54,Play,7156,89,890098,,8
21,6/21/2015,6,2015,An American In Paris,Palace,Musical,13391,100,1440627,,8
21,6/21/2015,6,2015,Beautiful,Stephen Sondheim,Musical,7734,94,993120,,8
21,6/21/2015,6,2015,Chicago,Ambassador,Musical,8533,99,718511,,8
21,6/21/2015,6,2015,Finding Neverland,Lunt-Fontanne,Musical,11703,97,1132133,,8
21,6/21/2015,6,2015,Fish In The Dark,Cort,Play,7770,91,849330,,8
21,6/21/2015,6,2015,Fun Home,Circle In The Square,Musical,6129,104,744646,,8
21,6/21/2015,6,2015,Gigi,Neil Simon,Musical,8147,74,619008,,8
21,6/21/2015,6,2015,Hand To God,Booth,Play,4784,77,415154,,8
21,6/21/2015,6,2015,Hedwig And The Angry Inch,Belasco,Musical,5024,71,479292,,7
21,6/21/2015,6,2015,It Shoulda Been You,Brooks Atkinson,Musical,5350,66,344196,,8
21,6/21/2015,6,2015,Jersey Boys,August Wilson,Musical,7058,72,680486,,8
21,6/21/2015,6,2015,Kinky Boots,Al Hirschfeld,Musical,8458,74,867192,,8
21,6/21/2015,6,2015,Les Miserables '14,Imperial,Musical,8550,76,659355,,8
21,6/21/2015,6,2015,Mamma Mia!,Broadhurst,Musical,8624,92,782060,,8
21,6/21/2015,6,2015,Matilda,Shubert,Musical,11375,99,1044453,,8
21,6/21/2015,6,2015,On The Town 2014,Lyric,Musical,9118,61,558807,,8
21,6/21/2015,6,2015,On The Twentieth Century,American Airlines,Musical,5620,97,582490,,8
21,6/21/2015,6,2015,Skylight 2015,Golden,Play,6416,100,927539,,8
21,6/21/2015,6,2015,Something Rotten!,St. James,Musical,12241,92,1169433,,8
21,6/21/2015,6,2015,The Audience,Schoenfeld,Play,7612,102,1206318,,7
21,6/21/2015,6,2015,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1517932,,8
21,6/21/2015,6,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7914,97,919935,,8
21,6/21/2015,6,2015,The King And I 2015,Vivian Beaumont,Musical,8264,99,1154506,,8
21,6/21/2015,6,2015,The Lion King,Minskoff,Musical,13600,100,2154719,,8
21,6/21/2015,6,2015,The Phantom Of The Opera,Majestic,Musical,11419,89,982442,,8
21,6/21/2015,6,2015,Wicked,Gershwin,Musical,15331,100,1947674,,8
21,6/21/2015,6,2015,Wolf Hall Parts One & Two,Winter Garden,Play,4923,44,467890,,8
28,6/28/2015,6,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6782,93,605865,,8
28,6/28/2015,6,2015,Aladdin,New Amsterdam,Musical,13787,100,1644688,,8
28,6/28/2015,6,2015,Amazing Grace,Nederlander,Musical,3481,60,200392,,0
28,6/28/2015,6,2015,An Act Of God,Studio 54,Play,7581,94,955566,,8
28,6/28/2015,6,2015,An American In Paris,Palace,Musical,13288,99,1433433,,8
28,6/28/2015,6,2015,Beautiful,Stephen Sondheim,Musical,8005,98,1054036,,8
28,6/28/2015,6,2015,Chicago,Ambassador,Musical,7524,87,597661,,8
28,6/28/2015,6,2015,Finding Neverland,Lunt-Fontanne,Musical,11996,100,1222133,,8
28,6/28/2015,6,2015,Fish In The Dark,Cort,Play,7880,92,848378,,8
28,6/28/2015,6,2015,Fun Home,Circle In The Square,Musical,6130,104,752342,,8
28,6/28/2015,6,2015,Hand To God,Booth,Play,4879,79,400070,,8
28,6/28/2015,6,2015,Hedwig And The Angry Inch,Belasco,Musical,5594,79,538365,,7
28,6/28/2015,6,2015,It Shoulda Been You,Brooks Atkinson,Musical,6079,75,415180,,8
28,6/28/2015,6,2015,Jersey Boys,August Wilson,Musical,7527,77,744540,,8
28,6/28/2015,6,2015,Kinky Boots,Al Hirschfeld,Musical,9579,84,969479,,8
28,6/28/2015,6,2015,Les Miserables '14,Imperial,Musical,9426,84,747267,,8
28,6/28/2015,6,2015,Mamma Mia!,Broadhurst,Musical,9167,98,856775,,8
28,6/28/2015,6,2015,Matilda,Shubert,Musical,11495,100,1117587,,8
28,6/28/2015,6,2015,On The Town 2014,Lyric,Musical,10483,70,637010,,8
28,6/28/2015,6,2015,On The Twentieth Century,American Airlines,Musical,5693,99,594786,,8
28,6/28/2015,6,2015,Something Rotten!,St. James,Musical,12624,95,1230619,,8
28,6/28/2015,6,2015,The Audience,Schoenfeld,Play,8710,102,1425523,,8
28,6/28/2015,6,2015,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1524996,,8
28,6/28/2015,6,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,8042,99,973337,,8
28,6/28/2015,6,2015,The King And I 2015,Vivian Beaumont,Musical,8378,100,1174105,,8
28,6/28/2015,6,2015,The Lion King,Minskoff,Musical,13603,100,2120670,,8
28,6/28/2015,6,2015,The Phantom Of The Opera,Majestic,Musical,11372,89,986653,,8
28,6/28/2015,6,2015,Wicked,Gershwin,Musical,15175,98,2047143,,8
28,6/28/2015,6,2015,Wolf Hall Parts One & Two,Winter Garden,Play,5500,50,515472,,8
5,7/5/2015,7,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6105,84,483592,,8
5,7/5/2015,7,2015,Aladdin,New Amsterdam,Musical,13786,100,1598424,,8
5,7/5/2015,7,2015,Amazing Grace,Nederlander,Musical,5166,64,201081,,0
5,7/5/2015,7,2015,An Act Of God,Studio 54,Play,7612,95,903661,,8
5,7/5/2015,7,2015,An American In Paris,Palace,Musical,12530,93,1348052,,8
5,7/5/2015,7,2015,Beautiful,Stephen Sondheim,Musical,7378,90,860890,,8
5,7/5/2015,7,2015,Chicago,Ambassador,Musical,7329,85,571954,,8
5,7/5/2015,7,2015,Finding Neverland,Lunt-Fontanne,Musical,11494,96,1087396,,8
5,7/5/2015,7,2015,Fish In The Dark,Cort,Play,8128,95,854571,,8
5,7/5/2015,7,2015,Fun Home,Circle In The Square,Musical,6125,103,744230,,8
5,7/5/2015,7,2015,Hand To God,Booth,Play,4357,71,317404,,8
5,7/5/2015,7,2015,Hedwig And The Angry Inch,Belasco,Musical,5763,82,475996,,7
5,7/5/2015,7,2015,It Shoulda Been You,Brooks Atkinson,Musical,5577,69,344925,,8
5,7/5/2015,7,2015,Jersey Boys,August Wilson,Musical,7319,75,644185,,8
5,7/5/2015,7,2015,Kinky Boots,Al Hirschfeld,Musical,9175,81,823566,,8
5,7/5/2015,7,2015,Les Miserables '14,Imperial,Musical,8916,79,689495,,8
5,7/5/2015,7,2015,Mamma Mia!,Broadhurst,Musical,8928,96,805674,,8
5,7/5/2015,7,2015,Matilda,Shubert,Musical,11456,100,1039197,,8
5,7/5/2015,7,2015,On The Town 2014,Lyric,Musical,9201,61,473731,,8
5,7/5/2015,7,2015,On The Twentieth Century,American Airlines,Musical,5485,95,487786,,8
5,7/5/2015,7,2015,Something Rotten!,St. James,Musical,11978,90,1053848,,8
5,7/5/2015,7,2015,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1382123,,8
5,7/5/2015,7,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7552,93,861351,,8
5,7/5/2015,7,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,1241086,,8
5,7/5/2015,7,2015,The Lion King,Minskoff,Musical,13603,100,2143344,,8
5,7/5/2015,7,2015,The Phantom Of The Opera,Majestic,Musical,11125,87,971851,,8
5,7/5/2015,7,2015,Wicked,Gershwin,Musical,14732,96,1864235,,8
5,7/5/2015,7,2015,Wolf Hall Parts One & Two,Winter Garden,Play,6559,59,346459,,8
12,7/12/2015,7,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5707,79,489049,,8
12,7/12/2015,7,2015,Aladdin,New Amsterdam,Musical,13785,100,1787410,,8
12,7/12/2015,7,2015,Amazing Grace,Nederlander,Musical,5810,62,291315,,0
12,7/12/2015,7,2015,An Act Of God,Studio 54,Play,7375,92,920623,,8
12,7/12/2015,7,2015,An American In Paris,Palace,Musical,12894,96,1406875,,8
12,7/12/2015,7,2015,Beautiful,Stephen Sondheim,Musical,7337,89,918122,,8
12,7/12/2015,7,2015,Chicago,Ambassador,Musical,7675,89,625581,,8
12,7/12/2015,7,2015,Finding Neverland,Lunt-Fontanne,Musical,11526,96,1126473,,8
12,7/12/2015,7,2015,Fish In The Dark,Cort,Play,7863,92,861784,,8
12,7/12/2015,7,2015,Fun Home,Circle In The Square,Musical,6129,104,783291,,8
12,7/12/2015,7,2015,Hand To God,Booth,Play,4239,69,317244,,8
12,7/12/2015,7,2015,Hedwig And The Angry Inch,Belasco,Musical,5539,79,533938,,7
12,7/12/2015,7,2015,It Shoulda Been You,Brooks Atkinson,Musical,5281,65,358327,,8
12,7/12/2015,7,2015,Jersey Boys,August Wilson,Musical,6423,65,614775,,8
12,7/12/2015,7,2015,Kinky Boots,Al Hirschfeld,Musical,8802,77,841500,,8
12,7/12/2015,7,2015,Les Miserables '14,Imperial,Musical,8389,74,688996,,8
12,7/12/2015,7,2015,Mamma Mia!,Broadhurst,Musical,9130,98,852207,,8
12,7/12/2015,7,2015,Matilda,Shubert,Musical,11416,100,1077379,,8
12,7/12/2015,7,2015,On The Town 2014,Lyric,Musical,9090,61,509820,,8
12,7/12/2015,7,2015,On The Twentieth Century,American Airlines,Musical,5219,90,469559,,8
12,7/12/2015,7,2015,Penn & Teller On Broadway,Marquis,Special,10276,79,1075289,,1
12,7/12/2015,7,2015,Something Rotten!,St. James,Musical,11847,89,1088662,,8
12,7/12/2015,7,2015,The Book Of Mormon,Eugene O'Neill,Musical,8745,103,1450865,,8
12,7/12/2015,7,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7711,95,890693,,8
12,7/12/2015,7,2015,The King And I 2015,Vivian Beaumont,Musical,8376,100,1247155,,8
12,7/12/2015,7,2015,The Lion King,Minskoff,Musical,13556,100,2308891,,8
12,7/12/2015,7,2015,The Phantom Of The Opera,Majestic,Musical,10596,83,914409,,8
12,7/12/2015,7,2015,Wicked,Gershwin,Musical,14729,96,1900091,,8
19,7/19/2015,7,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6783,93,538813,,8
19,7/19/2015,7,2015,Aladdin,New Amsterdam,Musical,13818,100,1833662,,8
19,7/19/2015,7,2015,Amazing Grace,Nederlander,Musical,6933,75,321914,,4
19,7/19/2015,7,2015,An Act Of God,Studio 54,Play,7713,96,990023,,8
19,7/19/2015,7,2015,An American In Paris,Palace,Musical,12878,96,1439179,,8
19,7/19/2015,7,2015,Beautiful,Stephen Sondheim,Musical,7835,95,1023705,,8
19,7/19/2015,7,2015,Chicago,Ambassador,Musical,7791,90,638796,,8
19,7/19/2015,7,2015,Finding Neverland,Lunt-Fontanne,Musical,11844,98,1164664,,8
19,7/19/2015,7,2015,Fish In The Dark,Cort,Play,8099,94,902194,,8
19,7/19/2015,7,2015,Fun Home,Circle In The Square,Musical,6120,103,817665,,8
19,7/19/2015,7,2015,Hamilton,Richard Rodgers,Musical,9273,100,1288436,,0
19,7/19/2015,7,2015,Hand To God,Booth,Play,4598,74,344030,,8
19,7/19/2015,7,2015,Hedwig And The Angry Inch,Belasco,Musical,6552,93,681087,,7
19,7/19/2015,7,2015,It Shoulda Been You,Brooks Atkinson,Musical,5725,71,392500,,8
19,7/19/2015,7,2015,Jersey Boys,August Wilson,Musical,7430,76,709588,,8
19,7/19/2015,7,2015,Kinky Boots,Al Hirschfeld,Musical,9393,82,909402,,8
19,7/19/2015,7,2015,Les Miserables '14,Imperial,Musical,9692,86,801902,,8
19,7/19/2015,7,2015,Mamma Mia!,Broadhurst,Musical,9342,100,909862,,8
19,7/19/2015,7,2015,Matilda,Shubert,Musical,11439,100,1110520,,8
19,7/19/2015,7,2015,On The Town 2014,Lyric,Musical,9178,61,501525,,8
19,7/19/2015,7,2015,On The Twentieth Century,American Airlines,Musical,5788,100,571895,,8
19,7/19/2015,7,2015,Penn & Teller On Broadway,Marquis,Special,10497,80,1225400,,8
19,7/19/2015,7,2015,Something Rotten!,St. James,Musical,12095,91,1111321,,8
19,7/19/2015,7,2015,The Book Of Mormon,Eugene O'Neill,Musical,9828,102,1654152,,9
19,7/19/2015,7,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7923,97,920865,,8
19,7/19/2015,7,2015,The King And I 2015,Vivian Beaumont,Musical,7971,95,1152974,,8
19,7/19/2015,7,2015,The Lion King,Minskoff,Musical,15100,99,2620016,,9
19,7/19/2015,7,2015,The Phantom Of The Opera,Majestic,Musical,12031,94,1064460,,8
19,7/19/2015,7,2015,Wicked,Gershwin,Musical,16815,98,2167815,,9
26,7/26/2015,7,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6831,94,546611,,8
26,7/26/2015,7,2015,Aladdin,New Amsterdam,Musical,13818,100,1831846,,8
26,7/26/2015,7,2015,Amazing Grace,Nederlander,Musical,5243,56,297904,,8
26,7/26/2015,7,2015,An Act Of God,Studio 54,Play,7753,96,1011538,,8
26,7/26/2015,7,2015,An American In Paris,Palace,Musical,12819,95,1429500,,8
26,7/26/2015,7,2015,Beautiful,Stephen Sondheim,Musical,7769,95,986399,,8
26,7/26/2015,7,2015,Chicago,Ambassador,Musical,8023,93,674699,,8
26,7/26/2015,7,2015,Finding Neverland,Lunt-Fontanne,Musical,11659,97,1162145,,8
26,7/26/2015,7,2015,Fish In The Dark,Cort,Play,7716,90,716936,,8
26,7/26/2015,7,2015,Fun Home,Circle In The Square,Musical,6105,103,805369,,8
26,7/26/2015,7,2015,Hamilton,Richard Rodgers,Musical,9290,100,1302511,,0
26,7/26/2015,7,2015,Hand To God,Booth,Play,4527,73,339642,,8
26,7/26/2015,7,2015,Hedwig And The Angry Inch,Belasco,Musical,5576,92,405108,,6
26,7/26/2015,7,2015,It Shoulda Been You,Brooks Atkinson,Musical,5864,72,404467,,8
26,7/26/2015,7,2015,Jersey Boys,August Wilson,Musical,7158,73,683286,,8
26,7/26/2015,7,2015,Kinky Boots,Al Hirschfeld,Musical,9666,85,951252,,8
26,7/26/2015,7,2015,Les Miserables '14,Imperial,Musical,9664,86,812848,,8
26,7/26/2015,7,2015,Mamma Mia!,Broadhurst,Musical,9403,101,932929,,8
26,7/26/2015,7,2015,Matilda,Shubert,Musical,11462,100,1133454,,8
26,7/26/2015,7,2015,On The Town 2014,Lyric,Musical,8194,55,476502,,8
26,7/26/2015,7,2015,Penn & Teller On Broadway,Marquis,Special,10824,83,1237512,,8
26,7/26/2015,7,2015,Something Rotten!,St. James,Musical,11664,87,1067457,,8
26,7/26/2015,7,2015,The Book Of Mormon,Eugene O'Neill,Musical,8748,103,1505083,,8
26,7/26/2015,7,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7712,95,867969,,8
26,7/26/2015,7,2015,The King And I 2015,Vivian Beaumont,Musical,7127,85,969161,,8
26,7/26/2015,7,2015,The Lion King,Minskoff,Musical,13570,100,2408501,,8
26,7/26/2015,7,2015,The Phantom Of The Opera,Majestic,Musical,12182,95,1090134,,8
26,7/26/2015,7,2015,Wicked,Gershwin,Musical,15201,99,2002632,,8
2,8/2/2015,8,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6711,92,549228,,8
2,8/2/2015,8,2015,Aladdin,New Amsterdam,Musical,13817,100,1854407,,8
2,8/2/2015,8,2015,Amazing Grace,Nederlander,Musical,4947,53,308313,,8
2,8/2/2015,8,2015,An Act Of God,Studio 54,Play,7883,98,1074778,,8
2,8/2/2015,8,2015,An American In Paris,Palace,Musical,12518,93,1388952,,8
2,8/2/2015,8,2015,Beautiful,Stephen Sondheim,Musical,7653,93,946124,,8
2,8/2/2015,8,2015,Chicago,Ambassador,Musical,8241,95,748452,,8
2,8/2/2015,8,2015,Finding Neverland,Lunt-Fontanne,Musical,11851,98,1200295,,8
2,8/2/2015,8,2015,Fish In The Dark,Cort,Play,8354,97,841809,,8
2,8/2/2015,8,2015,Fun Home,Circle In The Square,Musical,5976,101,782634,,8
2,8/2/2015,8,2015,Hamilton,Richard Rodgers,Musical,10619,100,1490816,,0
2,8/2/2015,8,2015,Hand To God,Booth,Play,4186,68,285603,,8
2,8/2/2015,8,2015,Hedwig And The Angry Inch,Belasco,Musical,5286,75,390829,,7
2,8/2/2015,8,2015,It Shoulda Been You,Brooks Atkinson,Musical,6278,78,432210,,8
2,8/2/2015,8,2015,Jersey Boys,August Wilson,Musical,7053,72,651437,,8
2,8/2/2015,8,2015,Kinky Boots,Al Hirschfeld,Musical,9205,81,890611,,8
2,8/2/2015,8,2015,Les Miserables '14,Imperial,Musical,9856,87,766999,,8
2,8/2/2015,8,2015,Mamma Mia!,Broadhurst,Musical,9415,101,939807,,8
2,8/2/2015,8,2015,Matilda,Shubert,Musical,11480,100,1108854,,8
2,8/2/2015,8,2015,On The Town 2014,Lyric,Musical,8807,59,475889,,8
2,8/2/2015,8,2015,Penn & Teller On Broadway,Marquis,Special,11426,87,1304660,,8
2,8/2/2015,8,2015,Something Rotten!,St. James,Musical,11791,88,1073132,,8
2,8/2/2015,8,2015,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1474355,,8
2,8/2/2015,8,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7515,92,842068,,8
2,8/2/2015,8,2015,The King And I 2015,Vivian Beaumont,Musical,8264,99,1134145,,8
2,8/2/2015,8,2015,The Lion King,Minskoff,Musical,15137,99,2624288,,9
2,8/2/2015,8,2015,The Phantom Of The Opera,Majestic,Musical,11852,92,1090526,,8
2,8/2/2015,8,2015,Wicked,Gershwin,Musical,16175,94,2118401,,9
9,8/9/2015,8,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6442,89,524248,,8
9,8/9/2015,8,2015,Aladdin,New Amsterdam,Musical,15543,100,2078163,,9
9,8/9/2015,8,2015,Amazing Grace,Nederlander,Musical,5051,54,272287,,8
9,8/9/2015,8,2015,An American In Paris,Palace,Musical,12398,92,1356715,,8
9,8/9/2015,8,2015,Beautiful,Stephen Sondheim,Musical,7774,95,956186,,8
9,8/9/2015,8,2015,Chicago,Ambassador,Musical,7567,88,602761,,8
9,8/9/2015,8,2015,Finding Neverland,Lunt-Fontanne,Musical,11149,93,1058371,,8
9,8/9/2015,8,2015,Fun Home,Circle In The Square,Musical,6097,103,775680,,8
9,8/9/2015,8,2015,Hamilton,Richard Rodgers,Musical,10638,101,1255163,,4
9,8/9/2015,8,2015,Hand To God,Booth,Play,4328,70,288012,,8
9,8/9/2015,8,2015,Hedwig And The Angry Inch,Belasco,Musical,5118,73,396374,,7
9,8/9/2015,8,2015,It Shoulda Been You,Brooks Atkinson,Musical,6876,85,494033,,8
9,8/9/2015,8,2015,Jersey Boys,August Wilson,Musical,6629,67,615641,,8
9,8/9/2015,8,2015,Kinky Boots,Al Hirschfeld,Musical,9376,82,905672,,8
9,8/9/2015,8,2015,Les Miserables '14,Imperial,Musical,9959,88,811144,,8
9,8/9/2015,8,2015,Mamma Mia!,Broadhurst,Musical,9436,101,967336,,8
9,8/9/2015,8,2015,Matilda,Shubert,Musical,11444,100,1109694,,8
9,8/9/2015,8,2015,On The Town 2014,Lyric,Musical,8683,58,460190,,8
9,8/9/2015,8,2015,Penn & Teller On Broadway,Marquis,Special,12145,93,1422088,,8
9,8/9/2015,8,2015,Something Rotten!,St. James,Musical,11520,86,1055303,,8
9,8/9/2015,8,2015,The Book Of Mormon,Eugene O'Neill,Musical,9837,103,1605195,,9
9,8/9/2015,8,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7955,98,902430,,8
9,8/9/2015,8,2015,The King And I 2015,Vivian Beaumont,Musical,8322,99,1121660,,8
9,8/9/2015,8,2015,The Lion King,Minskoff,Musical,13569,100,2333537,,8
9,8/9/2015,8,2015,The Phantom Of The Opera,Majestic,Musical,11766,92,1068693,,8
9,8/9/2015,8,2015,Wicked,Gershwin,Musical,15071,98,1980056,,8
16,8/16/2015,8,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6390,88,517799,,8
16,8/16/2015,8,2015,Aladdin,New Amsterdam,Musical,13822,100,1778618,,8
16,8/16/2015,8,2015,Amazing Grace,Nederlander,Musical,5218,56,298798,,8
16,8/16/2015,8,2015,An American In Paris,Palace,Musical,11856,88,1286907,,8
16,8/16/2015,8,2015,Beautiful,Stephen Sondheim,Musical,7764,95,945696,,8
16,8/16/2015,8,2015,Chicago,Ambassador,Musical,7317,85,570965,,8
16,8/16/2015,8,2015,Finding Neverland,Lunt-Fontanne,Musical,10557,88,987966,,8
16,8/16/2015,8,2015,Fun Home,Circle In The Square,Musical,5994,101,761867,,8
16,8/16/2015,8,2015,Hamilton,Richard Rodgers,Musical,10706,101,1459314,,8
16,8/16/2015,8,2015,Hand To God,Booth,Play,3921,63,273184,,8
16,8/16/2015,8,2015,Hedwig And The Angry Inch,Belasco,Musical,5303,75,400061,,7
16,8/16/2015,8,2015,Jersey Boys,August Wilson,Musical,6524,66,599028,,8
16,8/16/2015,8,2015,Kinky Boots,Al Hirschfeld,Musical,9103,80,882154,,8
16,8/16/2015,8,2015,Les Miserables '14,Imperial,Musical,9631,85,787374,,8
16,8/16/2015,8,2015,Mamma Mia!,Broadhurst,Musical,9400,100,983331,,8
16,8/16/2015,8,2015,Matilda,Shubert,Musical,11077,97,1002243,,8
16,8/16/2015,8,2015,On The Town 2014,Lyric,Musical,8127,54,435180,,8
16,8/16/2015,8,2015,Penn & Teller On Broadway,Marquis,Special,9399,72,1555706,,8
16,8/16/2015,8,2015,Something Rotten!,St. James,Musical,10995,82,1005030,,8
16,8/16/2015,8,2015,The Book Of Mormon,Eugene O'Neill,Musical,8689,102,1448473,,8
16,8/16/2015,8,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7592,93,859261,,8
16,8/16/2015,8,2015,The King And I 2015,Vivian Beaumont,Musical,7904,94,1074119,,8
16,8/16/2015,8,2015,The Lion King,Minskoff,Musical,13128,97,2165067,,8
16,8/16/2015,8,2015,The Phantom Of The Opera,Majestic,Musical,11191,87,1015752,,8
16,8/16/2015,8,2015,Wicked,Gershwin,Musical,14845,97,1913037,,8
23,8/23/2015,8,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6303,87,511816,,8
23,8/23/2015,8,2015,Aladdin,New Amsterdam,Musical,13756,100,1720395,,8
23,8/23/2015,8,2015,Amazing Grace,Nederlander,Musical,5062,54,308474,,8
23,8/23/2015,8,2015,An American In Paris,Palace,Musical,11692,87,1241467,,8
23,8/23/2015,8,2015,Beautiful,Stephen Sondheim,Musical,7347,90,886955,,8
23,8/23/2015,8,2015,Chicago,Ambassador,Musical,6963,81,547645,,8
23,8/23/2015,8,2015,Finding Neverland,Lunt-Fontanne,Musical,10571,88,1011088,,8
23,8/23/2015,8,2015,Fun Home,Circle In The Square,Musical,5979,101,749863,,8
23,8/23/2015,8,2015,Hamilton,Richard Rodgers,Musical,10708,101,1456753,,8
23,8/23/2015,8,2015,Hand To God,Booth,Play,3567,58,255020,,8
23,8/23/2015,8,2015,Hedwig And The Angry Inch,Belasco,Musical,5299,75,409679,,7
23,8/23/2015,8,2015,Jersey Boys,August Wilson,Musical,6420,65,579920,,8
23,8/23/2015,8,2015,Kinky Boots,Al Hirschfeld,Musical,8861,78,858668,,8
23,8/23/2015,8,2015,Les Miserables '14,Imperial,Musical,9187,82,741136,,8
23,8/23/2015,8,2015,Mamma Mia!,Broadhurst,Musical,9390,100,978350,,8
23,8/23/2015,8,2015,Matilda,Shubert,Musical,10854,95,937915,,8
23,8/23/2015,8,2015,On The Town 2014,Lyric,Musical,7822,52,395379,,8
23,8/23/2015,8,2015,Something Rotten!,St. James,Musical,10740,81,1006235,,8
23,8/23/2015,8,2015,The Book Of Mormon,Eugene O'Neill,Musical,8735,102,1443333,,8
23,8/23/2015,8,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7275,89,759779,,8
23,8/23/2015,8,2015,The King And I 2015,Vivian Beaumont,Musical,7386,88,991502,,8
23,8/23/2015,8,2015,The Lion King,Minskoff,Musical,13576,100,1986190,,8
23,8/23/2015,8,2015,The Phantom Of The Opera,Majestic,Musical,10394,81,928397,,8
23,8/23/2015,8,2015,Wicked,Gershwin,Musical,13912,93,1751974,,8
30,8/30/2015,8,2015,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6154,85,475706,,8
30,8/30/2015,8,2015,Aladdin,New Amsterdam,Musical,13487,98,1582804,,8
30,8/30/2015,8,2015,Amazing Grace,Nederlander,Musical,4833,52,286912,,8
30,8/30/2015,8,2015,An American In Paris,Palace,Musical,11109,83,1175967,,8
30,8/30/2015,8,2015,Beautiful,Stephen Sondheim,Musical,7565,92,901998,,8
30,8/30/2015,8,2015,Chicago,Ambassador,Musical,6424,74,508839,,8
30,8/30/2015,8,2015,Finding Neverland,Lunt-Fontanne,Musical,10303,86,1000776,,8
30,8/30/2015,8,2015,Fun Home,Circle In The Square,Musical,5859,99,700011,,8
30,8/30/2015,8,2015,Hamilton,Richard Rodgers,Musical,10710,101,1548928,,8
30,8/30/2015,8,2015,Hand To God,Booth,Play,3622,59,245469,,8
30,8/30/2015,8,2015,Hedwig And The Angry Inch,Belasco,Musical,5087,72,394709,,7
30,8/30/2015,8,2015,Jersey Boys,August Wilson,Musical,6001,61,529457,,8
30,8/30/2015,8,2015,Kinky Boots,Al Hirschfeld,Musical,8684,76,800205,,8
30,8/30/2015,8,2015,Les Miserables '14,Imperial,Musical,8702,77,754427,,8
30,8/30/2015,8,2015,Mamma Mia!,Broadhurst,Musical,9313,99,977098,,8
30,8/30/2015,8,2015,Matilda,Shubert,Musical,10043,88,841368,,8
30,8/30/2015,8,2015,On The Town 2014,Lyric,Musical,11946,80,914434,,8
30,8/30/2015,8,2015,Something Rotten!,St. James,Musical,10259,77,951034,,8
30,8/30/2015,8,2015,The Book Of Mormon,Eugene O'Neill,Musical,8675,102,1420003,,8
30,8/30/2015,8,2015,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,6824,84,707099,,8
30,8/30/2015,8,2015,The King And I 2015,Vivian Beaumont,Musical,6908,82,885496,,8
30,8/30/2015,8,2015,The Lion King,Minskoff,Musical,12778,94,1835217,,8
30,8/30/2015,8,2015,The Phantom Of The Opera,Majestic,Musical,9275,72,806639,,8
30,8/30/2015,8,2015,Wicked,Gershwin,Musical,12334,85,1492152,,8
