Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.GrossPotential,Statistics.Performances
15,12/15/2013,12,2013,First Date,Longacre,Musical,5241,61,355595,,8
15,12/15/2013,12,3122,Jersey Boys,August Wilson,Musical,8423,86,953819,,8
15,12/15/2013,12,2013,Kinky Boots,Al Hirschfeld,Musical,11464,101,1768672,,8
15,12/15/2013,12,2013,Macbeth '13 (Lct),Vivian Beaumont,Play,5566,66,363665,,8
15,12/15/2013,12,2013,Mamma Mia!,Broadhurst,Musical,6243,67,541254,,8
15,12/15/2013,12,2013,Matilda,Shubert,Musical,11178,98,1157142,,8
15,12/15/2013,12,2013,Motown The Musical,Lunt-Fontanne,Musical,11527,96,1538154,,8
15,12/15/2013,12,2013,Newsies,Nederlander,Musical,9192,97,789589,,8
15,12/15/2013,12,2013,No Man'S Land/Waiting For Godot,Cort,Play,7489,87,694111,,8
15,12/15/2013,12,2013,Once,Jacobs,Musical,6818,80,737982,,8
15,12/15/2013,12,2013,Pippin,Music Box,Musical,7179,91,844011,,8
15,12/15/2013,12,2013,Rock Of Ages,Helen Hayes,Musical,4312,92,408587,,8
15,12/15/2013,12,2013,Spider-Man Turn Off The Dark,Foxwoods,Musical,13405,106,1054823,,8
15,12/15/2013,12,2013,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1865333,,8
15,12/15/2013,12,2013,The Glass Menagerie '13,Booth,Play,4460,72,504266,,8
15,12/15/2013,12,2013,The Lion King,Minskoff,Musical,12809,94,1818825,,8
15,12/15/2013,12,2013,The Phantom Of The Opera,Majestic,Musical,9414,73,809501,,8
15,12/15/2013,12,2013,The Snow Geese,Friedman,Play,3430,75,130484,,7
15,12/15/2013,12,2013,Twelfth Night/Richard Iii,Belasco,Play,8368,100,805442,,8
15,12/15/2013,12,2013,Wicked,Gershwin,Musical,15008,99,1971945,,8
22,12/22/2013,12,2013,700 Sundays '13,Imperial,Play,7549,86,1064456,,6
22,12/22/2013,12,2013,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5666,78,539230,,8
22,12/22/2013,12,2013,A Night With Janis Joplin,Lyceum,Musical,3518,58,291763,,8
22,12/22/2013,12,2013,After Midnight,Brooks Atkinson,Musical,6180,75,612939,,8
22,12/22/2013,12,2013,Annie '12,Palace,Musical,11830,104,1037800,,8
22,12/22/2013,12,2013,Beautiful,Stephen Sondheim,Musical,7056,86,711141,,0
22,12/22/2013,12,2013,Betrayal '13,Ethel Barrymore,Play,8424,100,1276143,,8
22,12/22/2013,12,2013,Big Fish,Neil Simon,Musical,7925,70,538081,,8
22,12/22/2013,12,2013,Chicago,Ambassador,Musical,7026,81,594505,,8
22,12/22/2013,12,2013,Cinderella,Broadway,Musical,9795,70,881703,,8
22,12/22/2013,12,2013,First Date,Longacre,Musical,5599,65,361670,,8
22,12/22/2013,12,2013,Jersey Boys,August Wilson,Musical,8130,83,871578,,8
22,12/22/2013,12,2013,Kinky Boots,Al Hirschfeld,Musical,11080,97,1719272,,8
22,12/22/2013,12,2013,Macbeth '13 (Lct),Vivian Beaumont,Play,5769,69,334034,,8
22,12/22/2013,12,2013,Machinal,American Airlines,Play,2012,69,70446,,0
22,12/22/2013,12,2013,Mamma Mia!,Broadhurst,Musical,7200,77,627873,,8
22,12/22/2013,12,2013,Matilda,Shubert,Musical,11265,98,1286509,,8
22,12/22/2013,12,2013,Motown The Musical,Lunt-Fontanne,Musical,10970,91,1407739,,8
22,12/22/2013,12,2013,Newsies,Nederlander,Musical,8767,92,805718,,8
22,12/22/2013,12,2013,No Man'S Land/Waiting For Godot,Cort,Play,7767,90,720707,,8
22,12/22/2013,12,2013,Once,Jacobs,Musical,6666,79,722299,,8
22,12/22/2013,12,2013,Pippin,Music Box,Musical,7150,90,831288,,8
22,12/22/2013,12,2013,Rock Of Ages,Helen Hayes,Musical,3576,88,351984,,7
22,12/22/2013,12,2013,Spider-Man Turn Off The Dark,Foxwoods,Musical,12755,101,1203125,,8
22,12/22/2013,12,2013,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1962932,,8
22,12/22/2013,12,2013,The Glass Menagerie '13,Booth,Play,4379,70,504049,,8
22,12/22/2013,12,2013,The Lion King,Minskoff,Musical,13399,99,2206379,,8
22,12/22/2013,12,2013,The Phantom Of The Opera,Majestic,Musical,10896,85,1005309,,8
22,12/22/2013,12,3222,Twelfth Night/Richard Iii,Belasco,Play,8524,101,845435,,8
22,12/22/2013,12,2013,Wicked,Gershwin,Musical,14486,97,2153098,,8
29,12/29/2013,12,2013,700 Sundays '13,Imperial,Play,8770,100,1403415,,6
29,12/29/2013,12,2013,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7602,93,816932,,9
29,12/29/2013,12,2013,A Night With Janis Joplin,Lyceum,Musical,4943,74,444357,,8
29,12/29/2013,12,2013,After Midnight,Brooks Atkinson,Musical,7529,91,891410,,8
29,12/29/2013,12,2013,Annie '12,Palace,Musical,13226,97,1566847,,8
29,12/29/2013,12,2013,Beautiful,Stephen Sondheim,Musical,7160,87,838845,,0
29,12/29/2013,12,2013,Betrayal '13,Ethel Barrymore,Play,9477,100,1442087,,9
29,12/29/2013,12,2013,Big Fish,Neil Simon,Musical,11163,88,950667,,9
29,12/29/2013,12,2013,Chicago,Ambassador,Musical,8792,102,1059107,,8
29,12/29/2013,12,2013,Cinderella,Broadway,Musical,13523,97,1479890,,8
29,12/29/2013,12,2013,First Date,Longacre,Musical,6584,77,514551,,8
29,12/29/2013,12,2013,Jersey Boys,August Wilson,Musical,9619,98,1285451,,8
29,12/29/2013,12,2013,Kinky Boots,Al Hirschfeld,Musical,12914,101,2247240,,9
29,12/29/2013,12,2013,Macbeth '13 (Lct),Vivian Beaumont,Play,5746,69,384940,,8
29,12/29/2013,12,2013,Machinal,American Airlines,Play,2772,64,111626,,0
29,12/29/2013,12,2013,Mamma Mia!,Broadhurst,Musical,10269,98,1172129,,9
29,12/29/2013,12,2013,Matilda,Shubert,Musical,11544,101,1732800,,8
29,12/29/2013,12,2013,Motown The Musical,Lunt-Fontanne,Musical,12070,100,1708597,,8
29,12/29/2013,12,2013,Newsies,Nederlander,Musical,10762,101,1278045,,9
29,12/29/2013,12,2013,No Man'S Land/Waiting For Godot,Cort,Play,8485,99,911906,,8
29,12/29/2013,12,2013,Once,Jacobs,Musical,8482,100,1035178,,8
29,12/29/2013,12,2013,Pippin,Music Box,Musical,8025,101,1245604,,8
29,12/29/2013,12,2013,Rock Of Ages,Helen Hayes,Musical,5114,97,612102,,9
29,12/29/2013,12,2013,Spider-Man Turn Off The Dark,Foxwoods,Musical,16803,97,2176436,,9
29,12/29/2013,12,2013,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,2145404,,8
29,12/29/2013,12,2013,The Glass Menagerie '13,Booth,Play,5515,89,660124,,8
29,12/29/2013,12,2013,The Lion King,Minskoff,Musical,15307,100,2837158,,9
29,12/29/2013,12,2013,The Phantom Of The Opera,Majestic,Musical,14622,101,1843296,,9
29,12/29/2013,12,2013,Twelfth Night/Richard Iii,Belasco,Play,7464,101,786377,,7
29,12/29/2013,12,2013,Wicked,Gershwin,Musical,17352,100,3201333,,9
5,1/5/2014,1,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5724,90,544066,,7
5,1/5/2014,1,2014,A Night With Janis Joplin,Lyceum,Musical,4177,62,369944,,8
5,1/5/2014,1,2014,After Midnight,Brooks Atkinson,Musical,5637,68,579804,,8
5,1/5/2014,1,2014,Annie '12,Palace,Musical,13619,100,1387296,,8
5,1/5/2014,1,2014,Beautiful,Stephen Sondheim,Musical,6602,80,740451,,0
5,1/5/2014,1,2014,Betrayal '13,Ethel Barrymore,Play,9477,100,1367059,,9
5,1/5/2014,1,2014,Chicago,Ambassador,Musical,7973,92,923074,,8
5,1/5/2014,1,2014,Cinderella,Broadway,Musical,11431,82,1123628,,8
5,1/5/2014,1,2014,First Date,Longacre,Musical,7441,87,563371,,8
5,1/5/2014,1,2014,Jersey Boys,August Wilson,Musical,7707,78,928795,,8
5,1/5/2014,1,2014,Kinky Boots,Al Hirschfeld,Musical,11348,100,1781938,,8
5,1/5/2014,1,2014,Macbeth '13 (Lct),Vivian Beaumont,Play,5518,66,362880,,8
5,1/5/2014,1,2014,Machinal,American Airlines,Play,3176,62,126078,,0
5,1/5/2014,1,2014,Mamma Mia!,Broadhurst,Musical,8190,100,825532,,7
5,1/5/2014,1,2014,Matilda,Shubert,Musical,11544,101,1654803,,8
5,1/5/2014,1,2014,Motown The Musical,Lunt-Fontanne,Musical,10758,89,1334907,,8
5,1/5/2014,1,2014,Newsies,Nederlander,Musical,9304,98,934998,,8
5,1/5/2014,1,2014,No Man'S Land/Waiting For Godot,Cort,Play,8035,94,786972,,8
5,1/5/2014,1,2014,Once,Jacobs,Musical,7979,94,834442,,8
5,1/5/2014,1,2014,Outside Mullingar,Friedman,Play,2078,80,116334,,0
5,1/5/2014,1,2014,Pippin,Music Box,Musical,7766,98,1026769,,8
5,1/5/2014,1,2014,Rock Of Ages,Helen Hayes,Musical,3921,84,439311,,8
5,1/5/2014,1,2014,Spider-Man Turn Off The Dark,Foxwoods,Musical,14895,96,1782904,,8
5,1/5/2014,1,2333,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1948385,,8
5,1/5/2014,1,2014,The Glass Menagerie '13,Booth,Play,4835,78,542803,,8
5,1/5/2014,1,2014,The Lion King,Minskoff,Musical,13603,100,2332390,,8
5,1/5/2014,1,2014,The Phantom Of The Opera,Majestic,Musical,11195,100,1357647,,7
5,1/5/2014,1,2014,Twelfth Night/Richard Iii,Belasco,Play,8561,102,871219,,8
5,1/5/2014,1,2014,Wicked,Gershwin,Musical,15424,100,2454630,,8
12,1/12/2014,1,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6027,83,526669,,8
12,1/12/2014,1,2014,A Night With Janis Joplin,Lyceum,Musical,4114,61,331705,,8
12,1/12/2014,1,2014,After Midnight,Brooks Atkinson,Musical,5849,71,522397,,8
12,1/12/2014,1,2014,Beautiful,Stephen Sondheim,Musical,7882,96,622394,,1
12,1/12/2014,1,2014,Bronx Bombers,Circle In The Square,Play,1692,55,128209,,0
12,1/12/2014,1,2014,Chicago,Ambassador,Musical,6058,70,480262,,8
12,1/12/2014,1,2014,Cinderella,Broadway,Musical,8263,59,642019,,8
12,1/12/2014,1,2014,Jersey Boys,August Wilson,Musical,6872,70,715549,,8
12,1/12/2014,1,2014,Kinky Boots,Al Hirschfeld,Musical,11076,97,1463770,,8
12,1/12/2014,1,2014,Macbeth '13 (Lct),Vivian Beaumont,Play,6875,82,449047,,8
12,1/12/2014,1,2014,Machinal,American Airlines,Play,4521,78,197634,,0
12,1/12/2014,1,2014,Mamma Mia!,Broadhurst,Musical,6590,71,504214,,8
12,1/12/2014,1,2014,Matilda,Shubert,Musical,11221,98,1138576,,8
12,1/12/2014,1,2014,Motown The Musical,Lunt-Fontanne,Musical,9912,82,1113620,,8
12,1/12/2014,1,2014,Newsies,Nederlander,Musical,8628,91,722110,,8
12,1/12/2014,1,2014,No Man'S Land/Waiting For Godot,Cort,Play,7875,92,718285,,8
12,1/12/2014,1,2014,Once,Jacobs,Musical,6357,75,631440,,8
12,1/12/2014,1,2014,Outside Mullingar,Friedman,Play,3974,87,208084,,0
12,1/12/2014,1,2014,Pippin,Music Box,Musical,7397,93,785586,,8
12,1/12/2014,1,2014,Rock Of Ages,Helen Hayes,Musical,4337,93,371622,,8
12,1/12/2014,1,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1709586,,8
12,1/12/2014,1,2014,The Glass Menagerie '13,Booth,Play,5328,86,537792,,8
12,1/12/2014,1,2014,The Lion King,Minskoff,Musical,13230,97,1714261,,8
12,1/12/2014,1,2014,The Phantom Of The Opera,Majestic,Musical,10335,80,811982,,8
12,1/12/2014,1,2014,Twelfth Night/Richard Iii,Belasco,Play,8562,102,852893,,8
12,1/12/2014,1,2014,Wicked,Gershwin,Musical,14561,97,1679996,,8
19,1/19/2014,1,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6010,83,527598,,8
19,1/19/2014,1,2014,A Night With Janis Joplin,Lyceum,Musical,4643,69,339451,,8
19,1/19/2014,1,2014,After Midnight,Brooks Atkinson,Musical,6454,78,590401,,8
19,1/19/2014,1,2014,Beautiful,Stephen Sondheim,Musical,8025,98,850362,,8
19,1/19/2014,1,2014,Bronx Bombers,Circle In The Square,Play,3803,62,167974,,0
19,1/19/2014,1,2014,Chicago,Ambassador,Musical,6575,76,495368,,8
19,1/19/2014,1,2014,Cinderella,Broadway,Musical,10185,73,781752,,8
19,1/19/2014,1,2014,Jersey Boys,August Wilson,Musical,6732,69,709931,,8
19,1/19/2014,1,2014,Kinky Boots,Al Hirschfeld,Musical,10795,95,1527348,,8
19,1/19/2014,1,2014,Machinal,American Airlines,Play,4653,80,214329,,5
19,1/19/2014,1,2014,Mamma Mia!,Broadhurst,Musical,7064,76,538818,,8
19,1/19/2014,1,2014,Matilda,Shubert,Musical,10594,92,1130146,,8
19,1/19/2014,1,2014,Motown The Musical,Lunt-Fontanne,Musical,10235,85,1169588,,8
19,1/19/2014,1,2014,Newsies,Nederlander,Musical,8110,86,717531,,8
19,1/19/2014,1,3211,No Man'S Land/Waiting For Godot,Cort,Play,7079,82,692954,,8
19,1/19/2014,1,2014,Once,Jacobs,Musical,6306,74,657372,,8
19,1/19/2014,1,2014,Outside Mullingar,Friedman,Play,4982,96,282706,,0
19,1/19/2014,1,2014,Pippin,Music Box,Musical,7010,89,768965,,8
19,1/19/2014,1,2014,Rock Of Ages,Helen Hayes,Musical,4120,88,361214,,8
19,1/19/2014,1,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1750313,,8
19,1/19/2014,1,2014,The Bridges Of Madison County,Schoenfeld,Musical,2783,91,212261,,0
19,1/19/2014,1,2014,The Glass Menagerie '13,Booth,Play,5608,90,563227,,8
19,1/19/2014,1,2014,The Lion King,Minskoff,Musical,13292,98,1653132,,8
19,1/19/2014,1,2014,The Phantom Of The Opera,Majestic,Musical,9388,73,757978,,8
19,1/19/2014,1,2014,Twelfth Night/Richard Iii,Belasco,Play,8571,102,881048,,8
19,1/19/2014,1,2014,Wicked,Gershwin,Musical,14273,99,1749967,,8
26,1/26/2014,1,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5935,82,499786,,8
26,1/26/2014,1,2014,A Night With Janis Joplin,Lyceum,Musical,4242,63,314542,,8
26,1/26/2014,1,2014,After Midnight,Brooks Atkinson,Musical,6841,83,572163,,8
26,1/26/2014,1,2014,Beautiful,Stephen Sondheim,Musical,7415,90,835905,,8
26,1/26/2014,1,2014,Bronx Bombers,Circle In The Square,Play,3886,63,157099,,0
26,1/26/2014,1,2014,Chicago,Ambassador,Musical,6506,75,488313,,8
26,1/26/2014,1,2014,Cinderella,Broadway,Musical,9169,65,695161,,8
26,1/26/2014,1,2014,Jersey Boys,August Wilson,Musical,7118,72,702496,,8
26,1/26/2014,1,2014,Kinky Boots,Al Hirschfeld,Musical,10633,93,1385078,,8
26,1/26/2014,1,2014,Machinal,American Airlines,Play,3631,62,189739,,8
26,1/26/2014,1,2014,Mamma Mia!,Broadhurst,Musical,7182,77,518241,,8
26,1/26/2014,1,2014,Matilda,Shubert,Musical,11106,97,1053614,,8
26,1/26/2014,1,2014,Motown The Musical,Lunt-Fontanne,Musical,10338,86,1115402,,8
26,1/26/2014,1,2014,Newsies,Nederlander,Musical,8259,87,687813,,8
26,1/26/2014,1,2014,No Man'S Land/Waiting For Godot,Cort,Play,6579,77,596123,,8
26,1/26/2014,1,2014,Once,Jacobs,Musical,6797,80,639104,,8
26,1/26/2014,1,2014,Outside Mullingar,Friedman,Play,4825,93,225870,,5
26,1/26/2014,1,2014,Pippin,Music Box,Musical,7067,89,720127,,8
26,1/26/2014,1,2014,Rock Of Ages,Helen Hayes,Musical,4120,88,350837,,8
26,1/26/2014,1,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1660267,,8
26,1/26/2014,1,2014,The Bridges Of Madison County,Schoenfeld,Musical,5846,82,376494,,0
26,1/26/2014,1,2014,The Glass Menagerie '13,Booth,Play,5442,87,509628,,8
26,1/26/2014,1,2014,The Lion King,Minskoff,Musical,13424,99,1608611,,8
26,1/26/2014,1,2014,The Phantom Of The Opera,Majestic,Musical,10206,79,742269,,8
26,1/26/2014,1,2014,Twelfth Night/Richard Iii,Belasco,Play,8410,100,878829,,8
26,1/26/2014,1,2014,Wicked,Gershwin,Musical,15044,98,1598920,,8
2,2/2/2014,2,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5472,75,420646,,8
2,2/2/2014,2,2014,A Night With Janis Joplin,Lyceum,Musical,3254,48,231225,,8
2,2/2/2014,2,2014,After Midnight,Brooks Atkinson,Musical,6983,84,584044,,8
2,2/2/2014,2,2014,Beautiful,Stephen Sondheim,Musical,7158,87,745443,,8
2,2/2/2014,2,2014,Bronx Bombers,Circle In The Square,Play,4470,73,137015,,0
2,2/2/2014,2,2014,Chicago,Ambassador,Musical,4643,54,340481,,8
2,2/2/2014,2,2014,Cinderella,Broadway,Musical,7482,53,508604,,8
2,2/2/2014,2,2014,Jersey Boys,August Wilson,Musical,5760,59,538710,,8
2,2/2/2014,2,2014,Kinky Boots,Al Hirschfeld,Musical,10421,91,1173857,,8
2,2/2/2014,2,2014,Machinal,American Airlines,Play,3192,63,196201,,7
2,2/2/2014,2,2333,Mamma Mia!,Broadhurst,Musical,5291,57,343596,,8
2,2/2/2014,2,2014,Matilda,Shubert,Musical,10910,95,969639,,8
2,2/2/2014,2,2014,Motown The Musical,Lunt-Fontanne,Musical,9694,80,978954,,8
2,2/2/2014,2,2014,Newsies,Nederlander,Musical,7678,81,568494,,8
2,2/2/2014,2,2014,No Man'S Land/Waiting For Godot,Cort,Play,6337,74,536711,,8
2,2/2/2014,2,2014,Once,Jacobs,Musical,6331,75,552672,,8
2,2/2/2014,2,2014,Outside Mullingar,Friedman,Play,4648,89,317000,,8
2,2/2/2014,2,2014,Pippin,Music Box,Musical,6780,86,614740,,8
2,2/2/2014,2,2014,Rock Of Ages,Helen Hayes,Musical,3494,75,289178,,8
2,2/2/2014,2,2014,The Book Of Mormon,Eugene O'Neill,Musical,8724,102,1641717,,8
2,2/2/2014,2,2014,The Bridges Of Madison County,Schoenfeld,Musical,5826,82,337841,,0
2,2/2/2014,2,2014,The Glass Menagerie '13,Booth,Play,5246,84,462224,,8
2,2/2/2014,2,2014,The Lion King,Minskoff,Musical,12063,89,1293167,,8
2,2/2/2014,2,2014,The Phantom Of The Opera,Majestic,Musical,8839,69,622287,,8
2,2/2/2014,2,2014,Twelfth Night/Richard Iii,Belasco,Play,8586,102,907006,,8
2,2/2/2014,2,2014,Wicked,Gershwin,Musical,13810,95,1403247,,8
9,2/9/2014,2,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5498,76,452612,,8
9,2/9/2014,2,2014,A Night With Janis Joplin,Lyceum,Musical,4352,74,342185,,7
9,2/9/2014,2,2014,After Midnight,Brooks Atkinson,Musical,7426,90,647925,,8
9,2/9/2014,2,2014,Beautiful,Stephen Sondheim,Musical,7460,91,832495,,8
9,2/9/2014,2,2014,Bronx Bombers,Circle In The Square,Play,4261,69,134027,,5
9,2/9/2014,2,2014,Chicago,Ambassador,Musical,5148,60,394400,,8
9,2/9/2014,2,2014,Cinderella,Broadway,Musical,7937,57,633396,,8
9,2/9/2014,2,2014,Jersey Boys,August Wilson,Musical,6485,66,618954,,8
9,2/9/2014,2,2014,Kinky Boots,Al Hirschfeld,Musical,10607,93,1284663,,8
9,2/9/2014,2,2014,Machinal,American Airlines,Play,3583,62,215339,,8
9,2/9/2014,2,2014,Mamma Mia!,Broadhurst,Musical,5732,61,419553,,8
9,2/9/2014,2,2014,Matilda,Shubert,Musical,10243,89,926219,,8
9,2/9/2014,2,2014,Motown The Musical,Lunt-Fontanne,Musical,9864,82,1005080,,8
9,2/9/2014,2,2014,Newsies,Nederlander,Musical,7697,81,602699,,8
9,2/9/2014,2,2014,No Man'S Land/Waiting For Godot,Cort,Play,6284,73,551720,,8
9,2/9/2014,2,2014,Once,Jacobs,Musical,6489,77,587345,,8
9,2/9/2014,2,2014,Outside Mullingar,Friedman,Play,4842,93,331915,,8
9,2/9/2014,2,2014,Pippin,Music Box,Musical,6398,81,624252,,8
9,2/9/2014,2,2014,Rock Of Ages,Helen Hayes,Musical,3842,82,321202,,8
9,2/9/2014,2,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1608197,,8
9,2/9/2014,2,2014,The Bridges Of Madison County,Schoenfeld,Musical,5585,69,377124,,0
9,2/9/2014,2,2014,The Glass Menagerie '13,Booth,Play,5017,81,466556,,8
9,2/9/2014,2,2014,The Lion King,Minskoff,Musical,13313,98,1397103,,8
9,2/9/2014,2,2014,The Phantom Of The Opera,Majestic,Musical,9029,70,659176,,8
9,2/9/2014,2,2014,Twelfth Night/Richard Iii,Belasco,Play,8585,102,914033,,8
9,2/9/2014,2,2014,Wicked,Gershwin,Musical,13992,97,1493721,,8
16,2/16/2014,2,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5497,76,471751,,8
16,2/16/2014,2,2014,After Midnight,Brooks Atkinson,Musical,6870,83,619847,,8
16,2/16/2014,2,2014,All The Way,Neil Simon,Play,8188,72,770789,,0
16,2/16/2014,2,2014,Beautiful,Stephen Sondheim,Musical,7497,91,901903,,8
16,2/16/2014,2,2014,Bronx Bombers,Circle In The Square,Play,3844,63,177559,,8
16,2/16/2014,2,2014,Chicago,Ambassador,Musical,6380,74,571596,,8
16,2/16/2014,2,2014,Cinderella,Broadway,Musical,10384,74,896903,,8
16,2/16/2014,2,2014,Jersey Boys,August Wilson,Musical,6499,66,725805,,8
16,2/16/2014,2,2014,Kinky Boots,Al Hirschfeld,Musical,10243,90,1431140,,8
16,2/16/2014,2,2014,Machinal,American Airlines,Play,3763,65,216017,,8
16,2/16/2014,2,2014,Mamma Mia!,Broadhurst,Musical,6908,74,550858,,8
16,2/16/2014,2,2014,Matilda,Shubert,Musical,10340,90,1146444,,8
16,2/16/2014,2,2014,Motown The Musical,Lunt-Fontanne,Musical,10977,91,1197720,,8
16,2/16/2014,2,2014,Newsies,Nederlander,Musical,8910,94,748187,,8
16,2/16/2014,2,2014,No Man'S Land/Waiting For Godot,Cort,Play,6544,76,606324,,8
16,2/16/2014,2,2014,Once,Jacobs,Musical,6304,74,665473,,8
16,2/16/2014,2,2014,Outside Mullingar,Friedman,Play,4916,95,362896,,8
16,2/16/2014,2,2014,Pippin,Music Box,Musical,6277,79,717058,,8
16,2/16/2014,2,2014,Rock Of Ages,Helen Hayes,Musical,4027,86,369131,,8
16,2/16/2014,2,2014,Rocky,Winter Garden,Musical,3905,85,373672,,0
16,2/16/2014,2,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1705114,,8
16,2/16/2014,2,2014,The Bridges Of Madison County,Schoenfeld,Musical,6424,79,348594,,0
16,2/16/2014,2,2014,The Glass Menagerie '13,Booth,Play,5520,89,531602,,8
16,2/16/2014,2,2014,The Lion King,Minskoff,Musical,13304,98,1570787,,8
16,2/16/2014,2,2014,The Phantom Of The Opera,Majestic,Musical,9164,71,766994,,8
16,2/16/2014,2,2014,Twelfth Night/Richard Iii,Belasco,Play,8587,102,944755,,8
16,2/16/2014,2,2014,Wicked,Gershwin,Musical,13810,95,1803846,,8
23,2/23/2014,2,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5275,73,436762,,8
23,2/23/2014,2,2014,After Midnight,Brooks Atkinson,Musical,6636,80,621483,,8
23,2/23/2014,2,2014,All The Way,Neil Simon,Play,7581,67,726190,,0
23,2/23/2014,2,2014,Beautiful,Stephen Sondheim,Musical,7849,96,913047,,8
23,2/23/2014,2,2014,Bronx Bombers,Circle In The Square,Play,3462,56,140446,,8
23,2/23/2014,2,2014,Chicago,Ambassador,Musical,5585,65,484604,,8
23,2/23/2014,2,2014,Cinderella,Broadway,Musical,11300,81,939356,,8
23,2/23/2014,2,2014,Jersey Boys,August Wilson,Musical,7635,78,734020,,8
23,2/23/2014,2,2014,Kinky Boots,Al Hirschfeld,Musical,10769,95,1331106,,8
23,2/23/2014,2,2014,Machinal,American Airlines,Play,4583,79,285728,,8
23,2/23/2014,2,2014,Mamma Mia!,Broadhurst,Musical,6982,75,549515,,8
23,2/23/2014,2,2014,Matilda,Shubert,Musical,11492,100,1200517,,8
23,2/23/2014,2,2014,Mothers And Sons,Golden,Play,485,60,29638,,0
23,2/23/2014,2,2014,Motown The Musical,Lunt-Fontanne,Musical,11075,92,1134039,,8
23,2/23/2014,2,2014,Newsies,Nederlander,Musical,9101,96,780736,,8
23,2/23/2014,2,2014,No Man'S Land/Waiting For Godot,Cort,Play,6147,82,555256,,7
23,2/23/2014,2,2014,Once,Jacobs,Musical,7551,89,683111,,8
23,2/23/2014,2,2014,Outside Mullingar,Friedman,Play,4995,96,382274,,8
23,2/23/2014,2,2014,Pippin,Music Box,Musical,7080,89,675859,,8
23,2/23/2014,2,2014,Rock Of Ages,Helen Hayes,Musical,4221,91,348778,,8
23,2/23/2014,2,2014,Rocky,Winter Garden,Musical,8091,88,642830,,0
23,2/23/2014,2,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1616666,,8
23,2/23/2014,2,2014,The Bridges Of Madison County,Schoenfeld,Musical,7047,86,364888,,4
23,2/23/2014,2,2014,The Glass Menagerie '13,Booth,Play,6137,99,652206,,8
23,2/23/2014,2,2014,The Lion King,Minskoff,Musical,13585,100,1754208,,8
23,2/23/2014,2,2014,The Phantom Of The Opera,Majestic,Musical,10080,79,791098,,8
23,2/23/2014,2,2014,Wicked,Gershwin,Musical,15141,100,1765925,,8
2,3/2/2014,3,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5126,71,388472,,8
2,3/2/2014,3,2014,After Midnight,Brooks Atkinson,Musical,5986,72,577290,,8
2,3/2/2014,3,2014,Aladdin,New Amsterdam,Musical,8600,100,691812,,0
2,3/2/2014,3,2014,All The Way,Neil Simon,Play,7029,62,652281,,0
2,3/2/2014,3,2014,Beautiful,Stephen Sondheim,Musical,7068,86,798680,,8
2,3/2/2014,3,2014,Bronx Bombers,Circle In The Square,Play,4093,67,169730,,8
2,3/2/2014,3,2014,Chicago,Ambassador,Musical,5640,65,437771,,8
2,3/2/2014,3,2014,Cinderella,Broadway,Musical,9540,68,743843,,8
2,3/2/2014,3,2014,Jersey Boys,August Wilson,Musical,6083,62,575260,,8
2,3/2/2014,3,2014,Kinky Boots,Al Hirschfeld,Musical,10044,88,1215435,,8
2,3/2/2014,3,2014,Les Miserables '14,Imperial,Musical,1408,100,180871,,0
2,3/2/2014,3,2014,Machinal,American Airlines,Play,4927,85,300119,,8
2,3/2/2014,3,2014,Mamma Mia!,Broadhurst,Musical,6934,74,506482,,8
2,3/2/2014,3,2014,Matilda,Shubert,Musical,10908,95,953741,,8
2,3/2/2014,3,2014,Mothers And Sons,Golden,Play,4112,64,211660,,0
2,3/2/2014,3,2014,Motown The Musical,Lunt-Fontanne,Musical,10433,87,1036817,,8
2,3/2/2014,3,2014,Newsies,Nederlander,Musical,8429,89,641338,,8
2,3/2/2014,3,2014,No Man'S Land/Waiting For Godot,Cort,Play,6296,73,557067,,8
2,3/2/2014,3,2014,Once,Jacobs,Musical,5602,66,512480,,8
2,3/2/2014,3,2014,Outside Mullingar,Friedman,Play,4840,93,357319,,8
